6,8,9,8,6,4,3,4
8,10,11,10,8,6,5,6
9,11,12,11,9,7,6,7
8,10,11,10,8,6,5,6
6,8,9,8,6,4,3,4
4,6,7,6,4,2,1,2
3,5,6,5,3,1,0,1
4,6,7,6,4,2,1,2
